Facility ID,Facility,Permit Type,Permit Status,Facility Town
722,SMITTY'S FAMILY RESTAURANT,Eating Establishment,Issued,DARTMOUTH
723,ANAPOLIE PIZZA,Eating Establishment,Issued,DARTMOUTH
724,SOUPER DUPER SOUP,Eating Establishment,Issued,DARTMOUTH
725,HABANEROS MODERN TACO BAR,Eating Establishment,Issued,HALIFAX
726,HABANEROS MODERN TACO BAR,Eating Establishment,Issued,DARTMOUTH
727,HABANEROS MODERN TACO BAR & CHEESECURDS GOURMET BURGERS & POUTINERIE,Eating Establishment,Issued,DARTMOUTH
728,CHEESE CURDS/ HABANEROS,Eating Establishment,Issued,HALIFAX
729,CHEESE CURDS & HABANEROS,Eating Establishment,Issued,HALIFAX
730,CHEESECURDS GOURMET BURGERS AND POUTINERIE,Eating Establishment,Issued,DARTMOUTH
731,UPSTREET BBQ BREWHOUSE,Eating Establishment,Issued,DARTMOUTH
732,SHENG'S CHINESE RESTAURANT,Eating Establishment,Issued,HALIFAX
733,LUCKY PENNY COFFEE CO.,Eating Establishment,Issued,HALIFAX
734,BUTA RAMEN,Eating Establishment,Issued,HALIFAX
735,JULEP,Eating Establishment,Issued,HALIFAX
736,HAMACHI KITA,Eating Establishment,Issued,HALIFAX
737,SHADIA'S PIZZA INC.,Eating Establishment,Issued,HALIFAX
738,YOU LIKE IT CHINESE RESTAURANT,Eating Establishment,Issued,DARTMOUTH
739,JESSYS PIZZA,Eating Establishment,Issued,HALIFAX
740,FRIES AND COMPANY LTD.,Eating Establishment,Issued,HALIFAX
741,UNIVERSITY CHILDREN'S CENTRE (LIFE SCIENCES),Eating Establishment,Issued,HALIFAX
742,FORUM CANTEEN,Eating Establishment,Issued,HALIFAX
743,CROW'S NEST CORNER STORE,Eating Establishment,Issued,HALIFAX
744,LDCP Bar & Grill,Eating Establishment,Issued,HALIFAX
745,RED STAG TAVERN (THE),Eating Establishment,Issued,HALIFAX
746,LOWER DECK PUB (THE),Eating Establishment,Issued,HALIFAX
747,PRESCOTT BAKERY,Eating Establishment,Issued,HALIFAX
748,ARIRANG RESTAURANT,Eating Establishment,Issued,HALIFAX
749,LAUNDRY AT YOUR CONVENIENCE,Eating Establishment,Issued,DARTMOUTH
750,GRECO PIZZA,Eating Establishment,Issued,DARTMOUTH
751,ARMVIEW GRILL,Eating Establishment,Issued,HALIFAX
752,JESSY'S PIZZA (PAULO PIZZA & DONAIR),Eating Establishment,Issued,HALIFAX
753,ECONOMY SHOE SHOP,Eating Establishment,Issued,HALIFAX
754,HABANEROS,Eating Establishment,Issued,HALIFAX
755,UNIVERSITY CHILDREN'S CENTRE (DALHOUSIE),Eating Establishment,Issued,HALIFAX
756,LOWER DECK BEER MARKET (THE),Eating Establishment,Issued,HALIFAX
757,TAKO SUSHI & RAMEN RESTAURANT LIMITED,Eating Establishment,Issued,HALIFAX
758,TIM HORTON'S # 1810,Eating Establishment,Issued,DARTMOUTH
759,TIM HORTON'S # 5563,Eating Establishment,Issued,DARTMOUTH
760,TIM HORTON'S #1198,Eating Establishment,Issued,DARTMOUTH
761,WOODSIDE TAVERN LIMITED,Eating Establishment,Issued,DARTMOUTH
762,Subway,Eating Establishment,Issued,DARTMOUTH
763,JEAN'S CHINESE RESTAURANT,Eating Establishment,Issued,HALIFAX
764,FREEMAN'S LITTLE NEW YORK DOWNTOWN,Eating Establishment,Issued,HALIFAX
765,SUBWAY,Eating Establishment,Issued,HALIFAX
766,BUBBA RAYS SPORTS BAR TOO,Eating Establishment,Issued,HALIFAX
767,EAST COAST BAKERY,Eating Establishment,Issued,HALIFAX
768,GRACE UNITED CHURCH,Eating Establishment,Issued,DARTMOUTH
769,HALIFAX BACKPACKERS,Eating Establishment,Issued,HALIFAX
770,MARY BROWN'S CHICKEN,Eating Establishment,Issued,DARTMOUTH
771,HALLIBURTON (THE),Eating Establishment,Issued,HALIFAX
772,LOOK HO HO RESTAURANT,Eating Establishment,Issued,HALIFAX
773,BAR STILLWELL,Eating Establishment,Issued,HALIFAX
774,STILLWELL BEERGARDEN,Eating Establishment,Issued,HALIFAX
775,HALA'S PIZZA AND DONAIR,Eating Establishment,Issued,HALIFAX
776,COFFEE MATTERS CAFE,Eating Establishment,Issued,HALIFAX
777,COFFEEMATTERS INC,Eating Establishment,Issued,DARTMOUTH
778,QIU BROTHERS DUMPLINGS,Eating Establishment,Issued,HALIFAX
779,MEZZA LEBANESE KITCHEN,Eating Establishment,Issued,HALIFAX
780,MEZZA LEBANESE KITCHEN,Eating Establishment,Issued,HALIFAX
781,MEZZA LEBANESE KITCHEN,Eating Establishment,Issued,HALIFAX
782,DILL PICKLE SANDWICH BAR & CAFE (THE),Eating Establishment,Issued,DARTMOUTH
783,DAVE DOOLITTLE'S SPORTS BAR,Eating Establishment,Issued,DARTMOUTH
784,ANTIOCHIAN MARONITE CATHOLIC CHURCH (OUR LADY OF LEBANON),Eating Establishment,Issued,HALIFAX
785,LOCAL JO CAFE & MARKET,Eating Establishment,Issued,HALIFAX
786,DELECTABLE DESSERTS,Eating Establishment,Issued,DARTMOUTH
787,BIG LIFE CAFE / BAKERY,Eating Establishment,Issued,DARTMOUTH
788,CAFE 98 ON PORTLAND,Eating Establishment,Issued,DARTMOUTH
789,MEZZA LEBANESE KITCHEN,Eating Establishment,Issued,HALIFAX
790,SWISS/HARVEY'S 1189,Eating Establishment,Issued,DARTMOUTH
791,CAFE CHIANTI,Eating Establishment,Issued,HALIFAX
792,TOMAVINOS,Eating Establishment,Issued,HALIFAX
793,BRIGHTWOOD MARKET,Eating Establishment,Issued,DARTMOUTH
794,LEEDS STREET CHILD CARE CENTRE,Eating Establishment,Issued,HALIFAX
795,GRECO PIZZA,Eating Establishment,Issued,DARTMOUTH
796,GRECO PIZZA,Eating Establishment,Issued,DARTMOUTH
797,DAILY GRIND COFFEE SHOP (THE),Eating Establishment,Issued,HALIFAX
798,REGIMENTAL TEA SHOP,Eating Establishment,Issued,HALIFAX
799,SOUTHDALE DAY CARE CENTRE,Eating Establishment,Issued,DARTMOUTH
800,PHIL'S SEAFOOD,Eating Establishment,Issued,HALIFAX
801,"Main Dietary, Veterans Memorial Bldg., QEII",Eating Establishment,Issued,HALIFAX
802,HAPPY TOTS PRESCHOOL & NURSERY,Eating Establishment,Issued,HALIFAX
803,HALIFAX INDEPENDENT SCHOOL,Eating Establishment,Issued,HALIFAX
804,A TINY LAB FOR EARLY LEARNING,Eating Establishment,Issued,HALIFAX
805,SUSHI JET ASIAN CUISINE,Eating Establishment,Issued,HALIFAX
806,73 CANADIAN FUSION,Eating Establishment,Issued,DARTMOUTH
807,CELTIC CORNER PUB,Eating Establishment,Issued,DARTMOUTH
808,JOHNNY K'S AUTHENTIC DONAIRS,Eating Establishment,Issued,HALIFAX
809,MEZZA LEBANESE KITCHEN,Eating Establishment,Issued,DARTMOUTH
810,MEZZA WAREHOUSE,Eating Establishment,Issued,DARTMOUTH
811,HENG FUNG RESTAURANT,Eating Establishment,Issued,DARTMOUTH
812,DINAH'S SOURDOUGH,Eating Establishment,Issued,HALIFAX
813,JOE TOULANY'S PIZZA,Eating Establishment,Issued,DARTMOUTH
814,EAST WEST RESTAURANT,Eating Establishment,Issued,DARTMOUTH
815,HEIWA ORIENTAL MARKET,Eating Establishment,Issued,HALIFAX
816,MAN BEAN FOOD SERVICES,Eating Establishment,Issued,HALIFAX
817,HALIFAX DISTILLING CO,Eating Establishment,Issued,HALIFAX
818,SAJ HOUSE,Eating Establishment,Issued,HALIFAX
819,DHARMA SUSHI RESTAURANT,Eating Establishment,Issued,HALIFAX
820,SNAPPY TOMATO PIZZA,Eating Establishment,Issued,HALIFAX
821,ORSO PUB AND GRILL,Eating Establishment,Issued,HALIFAX
822,BUTTERED BLISS,Eating Establishment,Issued,DARTMOUTH
823,RAY'S FALAFEL LEBANESE CUISINE,Eating Establishment,Issued,DARTMOUTH
824,PIZZA TIME,Eating Establishment,Issued,DARTMOUTH
825,BROTHERS MEAT LTD,Eating Establishment,Issued,HALIFAX
826,MIC MAC BAR AND GRILL,Eating Establishment,Issued,DARTMOUTH
827,SWISS CHALET,Eating Establishment,Issued,HALIFAX
828,Durty Nelly's Irish Pub,Eating Establishment,Issued,HALIFAX
829,STUBBORN GOAT GASTROPUB,Eating Establishment,Issued,HALIFAX
830,STUBBORN GOAT COMMISSARY KITCHEN,Eating Establishment,Issued,HALIFAX
831,KAM-MOON,Eating Establishment,Issued,HALIFAX
832,COASTAL COFFEE,Eating Establishment,Issued,HALIFAX
833,CHEACHIE'S GRILL & TEQUILA BAR,Eating Establishment,Issued,HALIFAX
834,MANCHU WOK,Eating Establishment,Issued,HALIFAX
835,PIZZATOWN,Eating Establishment,Issued,HALIFAX
836,BYBLOS LEBANESE GRILL,Eating Establishment,Issued,DARTMOUTH
837,MEZZA LEBANESE KITCHEN,Eating Establishment,Issued,HALIFAX
838,SUBWAY (BAKER),Eating Establishment,Issued,DARTMOUTH
839,PAPA MARIO'S PIZZA,Eating Establishment,Issued,HALIFAX
840,TIM HORTON'S,Eating Establishment,Issued,HALIFAX
841,TIM HORTON'S,Eating Establishment,Issued,DARTMOUTH
842,SAMS SEAFOOD AND GRILL,Eating Establishment,Issued,DARTMOUTH
843,MANCHU WOK,Eating Establishment,Issued,DARTMOUTH
844,DOWNTOWN PIZZA,Eating Establishment,Issued,DARTMOUTH
845,GANGNAM KOREAN BBQ,Eating Establishment,Issued,HALIFAX
846,ela! GREEK TAVERNA,Eating Establishment,Issued,DARTMOUTH
847,PIZZA GIRLS,Eating Establishment,Issued,DARTMOUTH
848,SUBWAY,Eating Establishment,Issued,HALIFAX
849,BURRITO JAX BURNSIDE,Eating Establishment,Issued,DARTMOUTH
850,AL-HILAL MEAT SHOP,Eating Establishment,Issued,HALIFAX
851,DAIRY QUEEN,Eating Establishment,Issued,DARTMOUTH
852,DAIRY QUEEN,Eating Establishment,Issued,DARTMOUTH
853,DAIRY QUEEN,Eating Establishment,Issued,DARTMOUTH
854,KIT KAT PIZZA,Eating Establishment,Issued,HALIFAX
855,SYRIAN MEAT SHOP LTD,Eating Establishment,Issued,HALIFAX
856,USTA TURKISH & MEDITERRANEAN RESTAURANT,Eating Establishment,Issued,DARTMOUTH
857,TONYS DONAIR AND PIZZA,Eating Establishment,Issued,HALIFAX
858,ECOLE ST. CATHERINE'S SCHOOL,Eating Establishment,Issued,HALIFAX
859,BURRITO JAX,Eating Establishment,Issued,HALIFAX
860,ANNIE'S PLACE CAFE,Eating Establishment,Issued,HALIFAX
861,GOLDEN FORTUNE RESTAURANT LTD.,Eating Establishment,Issued,HALIFAX
862,Janina's Cafe,Eating Establishment,Issued,DARTMOUTH
863,CARIBBEAN BLISS,Eating Establishment,Issued,HALIFAX
864,Maritime Sikh Society Kitchen,Eating Establishment,Issued,HALIFAX
865,STATION SIX,Eating Establishment,Issued,HALIFAX
866,EASTERN ICE CREAM LTD.,Eating Establishment,Issued,DARTMOUTH
867,ELLE'S BISTRO,Eating Establishment,Issued,HALIFAX
868,SILONG EXPRESS,Eating Establishment,Issued,HALIFAX
869,MIKMAW NATIVE FRIENDSHIP CENTRE,Eating Establishment,Issued,HALIFAX
870,SHANXIPAOMO CHINESE RESTAURANT,Eating Establishment,Issued,HALIFAX
871,NEWSBREAK CAFE,Eating Establishment,Issued,DARTMOUTH
872,ROUSSEAU CHOCOLATIER LTD,Eating Establishment,Issued,HALIFAX
873,Joan Lombardo's Catering,Eating Establishment,Issued,HALIFAX
874,TIMBER LOUNGE,Eating Establishment,Issued,HALIFAX
875,WESTCLIFFE GROCERY & LUNCH,Eating Establishment,Issued,HALIFAX
876,PETE'S TO GO GO,Eating Establishment,Issued,HALIFAX
877,QUIZNOS SUBS,Eating Establishment,Issued,DARTMOUTH
878,QUIZNOS SUB,Eating Establishment,Issued,HALIFAX
879,BROOKLYN WAREHOUSE,Eating Establishment,Issued,HALIFAX
880,FOXHILL CHEESE MARKET & DELI,Eating Establishment,Issued,HALIFAX
881,DARTMOUTH 4-PAD ARENA,Eating Establishment,Issued,DARTMOUTH
882,MARITIME BILLIARDS COUNTRY LOUNGE,Eating Establishment,Issued,DARTMOUTH
883,MONDO TAKE OUT & CONVENIENCE,Eating Establishment,Issued,DARTMOUTH
884,FIELD GUIDE,Eating Establishment,Issued,HALIFAX
885,TIM HORTONS,Eating Establishment,Issued,DARTMOUTH
886,TIM HORTONS,Eating Establishment,Issued,HALIFAX
887,TIM HORTONS,Eating Establishment,Issued,HALIFAX
888,EAGLEQUEST GRANDVIEW GOLF,Eating Establishment,Issued,DARTMOUTH
889,MERCANTILE SOCIAL (THE),Eating Establishment,Issued,HALIFAX
890,KEN'S SEAFOOD AND PIZZA,Eating Establishment,Issued,HALIFAX
891,COTTAGE CAFE (THE),Eating Establishment,Issued,DARTMOUTH
892,JOHNNYS SNACK BAR,Eating Establishment,Issued,HALIFAX
893,SPROUT THERAPY,Eating Establishment,Issued,HALIFAX
894,ALMONAK,Eating Establishment,Issued,HALIFAX
895,OTHER BEAN (THE),Eating Establishment,Issued,HALIFAX
896,VANDAL DOUGHNUTS,Eating Establishment,Issued,HALIFAX
897,BRAMOSO GOURMET PIZZERIA,Eating Establishment,Issued,HALIFAX
898,ARMY NAVY AIR FORCE UNIT 349,Eating Establishment,Issued,DARTMOUTH
899,NOUR'S CAFE & GRILL,Eating Establishment,Issued,HALIFAX
900,COBURG SOCIAL BAR & CAFE,Eating Establishment,Issued,HALIFAX
901,SINE COFFEE LABS,Eating Establishment,Issued,HALIFAX
902,TAIPAN,Eating Establishment,Issued,HALIFAX
903,YEAH YEAH'S PIZZA,Eating Establishment,Issued,HALIFAX
904,TOKYOROLL,Eating Establishment,Issued,HALIFAX
905,AS YOU LIKE IT,Eating Establishment,Issued,HALIFAX
906,ROBYN'S VARIETY STORE,Eating Establishment,Issued,HALIFAX
907,PIZZA GIRLS/KATCH SEAFOOD,Eating Establishment,Issued,HALIFAX
908,STONE PIZZA,Eating Establishment,Issued,DARTMOUTH
909,HUMANI-T CAFE S. PARK,Eating Establishment,Issued,HALIFAX
910,SUGAH,Eating Establishment,Issued,HALIFAX
911,A & W,Eating Establishment,Issued,DARTMOUTH
912,HEARTWOOD RESTAURANT,Eating Establishment,Issued,HALIFAX
913,BOOSTER JUICE,Eating Establishment,Issued,DARTMOUTH
914,FID KITCHEN,Eating Establishment,Issued,HALIFAX
915,CHAMELEON CAFE SUPPER CLUB,Eating Establishment,Issued,HALIFAX
916,BIG WEDGE PIZZA,Eating Establishment,Issued,HALIFAX
917,RONNIE'S 2 FOR 1 PIZZA - MAIN ST,Eating Establishment,Issued,DARTMOUTH
918,KELLYS DELI,Eating Establishment,Issued,HALIFAX
919,STONE HEARTH BAKERY,Eating Establishment,Issued,HALIFAX
920,DIMITRIS PIZZA,Eating Establishment,Issued,HALIFAX
921,VILLA MADINA,Eating Establishment,Issued,DARTMOUTH
922,PANDA BUFFET,Eating Establishment,Issued,DARTMOUTH
923,ALI'S PLACE,Eating Establishment,Issued,DARTMOUTH
924,IRON ROOSTER RESTAURANT,Eating Establishment,Issued,HALIFAX
925,GRAFTON ST DINNER THEATRE/ROXBURY URBAN DIVE BAR,Eating Establishment,Issued,HALIFAX
926,AKERLY CHILD CARE CENTRE (Nova Scotia College of Early Childhood Education Society),Eating Establishment,Issued,DARTMOUTH
927,ASADO FOODS,Eating Establishment,Issued,DARTMOUTH
928,MARY'S AFRICAN CUISINE,Eating Establishment,Issued,HALIFAX
929,KICKS CAFE,Eating Establishment,Issued,HALIFAX
930,COURTYARD & RESIDENCE INN DARTMOUTH,Eating Establishment,Issued,DARTMOUTH
931,YELLOW STORE (THE),Eating Establishment,Issued,DARTMOUTH
932,Super Natural Health Products / Humani-T Cafe,Eating Establishment,Issued,HALIFAX
933,BOOSTER JUICE,Eating Establishment,Issued,HALIFAX
934,MARTHA'S PIZZA II,Eating Establishment,Issued,HALIFAX
935,PIZZA PIZZA,Eating Establishment,Issued,HALIFAX
936,PIZZA PIZZA #531,Eating Establishment,Issued,HALIFAX
937,KATCH - A MODERN SEAFOOD SHACK,Eating Establishment,Issued,HALIFAX
938,BLACK SHEEP RESTAURANT,Eating Establishment,Issued,HALIFAX
939,FRESHLY SQUEEZED,Eating Establishment,Issued,HALIFAX
940,JESSY'S PIZZA SPRYFIELD,Eating Establishment,Issued,HALIFAX
941,PORTUGUESE SOCIAL CLUB OF NOVA SCOTIA,Eating Establishment,Issued,DARTMOUTH
942,PUR & SIMPLE,Eating Establishment,Issued,DARTMOUTH
943,BREAD LOUNGE BAKERY (THE),Eating Establishment,Issued,HALIFAX
944,GRACE NOTE CHILD CARE CENTRE (2010) LIMITED,Eating Establishment,Issued,HALIFAX
945,A.C. COVERTS DISTRIBUTORS,Eating Establishment,Issued,DARTMOUTH
946,GARDEN FOOD BAR,Eating Establishment,Issued,HALIFAX
947,JAMROCK CAFE & CATERING,Eating Establishment,Issued,HALIFAX
948,PHO MAXIM THAI RESTAURANT,Eating Establishment,Issued,HALIFAX
949,PRINCE ANDREW HIGH SCHOOL,Eating Establishment,Issued,DARTMOUTH
950,CARREFOUR CAFETERIA,Eating Establishment,Issued,DARTMOUTH
951,BEDFORD INSTITUTE OF OCEANOGRAPHY CAFETERIA,Eating Establishment,Issued,DARTMOUTH
952,ECOLE BEAU BASSIN,Eating Establishment,Issued,HALIFAX
953,ECOLE BOIS JOLI CAFETERIA,Eating Establishment,Issued,DARTMOUTH
954,"RCMP DIVISION ""H"" HEADQUARTERS",Eating Establishment,Issued,DARTMOUTH
955,ECOLE SECONDAIRE DU SOMMET,Eating Establishment,Issued,HALIFAX
956,NICHE RESTAURANT,Eating Establishment,Issued,HALIFAX
957,TARE SHOP (THE),Eating Establishment,Issued,HALIFAX
958,BERKELEY GLADSTONE (THE),Eating Establishment,Issued,HALIFAX
959,EFES RESTAURANT,Eating Establishment,Issued,HALIFAX
960,SUBWAY,Eating Establishment,Issued,HALIFAX
961,CAFE LARA,Eating Establishment,Issued,HALIFAX
962,THREE BEARS SMOKE AND DELI SHOP,Eating Establishment,Issued,DARTMOUTH
963,LAKESIDE GRILL @ BEST WESTERN CHOCOLATE LAKE & BAR,Eating Establishment,Issued,HALIFAX
964,OAKWOOD TERRACE NURSING HOME,Eating Establishment,Issued,DARTMOUTH
965,ADDA INDIAN EATERY,Eating Establishment,Issued,HALIFAX
966,BROWN HOUND PUB,Eating Establishment,Issued,HALIFAX
967,DIVINE DISHES CATERING,Eating Establishment,Issued,DARTMOUTH
968,GUS PUB AND GRILL,Eating Establishment,Issued,HALIFAX
969,OLD APOTHECARY BAKERY & CAFE (THE),Eating Establishment,Issued,HALIFAX
970,OLD APOTHECARY BAKERY & CAFE (THE),Eating Establishment,Issued,HALIFAX
971,GAHAN HOUSE NOVA,Eating Establishment,Issued,HALIFAX
972,KEMPSTERS COOKHOUSE & EATERY,Eating Establishment,Issued,HALIFAX
973,AUCTION HOUSE/CHEERS BAR AND GRILL/THE DOME NIGHT CLUB/THE FIVE FISHERMEN GRILL,Eating Establishment,Issued,HALIFAX
974,FIVE FISHERMAN RESTAURANT,Eating Establishment,Issued,HALIFAX
975,REDWOOD GRILL,Eating Establishment,Issued,HALIFAX
976,HITEA,Eating Establishment,Issued,HALIFAX
977,3A RESTAURANT FOOD & DRINK,Eating Establishment,Issued,HALIFAX
978,UMMAH SOCIETY,Eating Establishment,Issued,HALIFAX
979,LOWER DECK TAPROOM,Eating Establishment,Issued,HALIFAX
980,CORA'S BREAKFAST AND LUNCH,Eating Establishment,Issued,DARTMOUTH
981,CORA'S BREAKFAST & LUNCH,Eating Establishment,Issued,DARTMOUTH
982,STAR ANISE VIETNAMESE NOODLES RESTAURANT,Eating Establishment,Issued,HALIFAX
983,"GROWING PLACE EARLY EDUCATION CENTRE, THE",Eating Establishment,Issued,DARTMOUTH
984,HALIFAX WATERFRONT VISITOR INFORMATION CENTRE,Eating Establishment,Issued,HALIFAX
985,CHAT BAR,Eating Establishment,Issued,HALIFAX
986,BEAN SPROUTS LEARNING CENTER,Eating Establishment,Issued,HALIFAX
987,EURO PIZZA,Eating Establishment,Issued,HALIFAX
988,UNCOMMON GROUNDS - PUBLIC GARDENS,Eating Establishment,Issued,HALIFAX
989,UNCOMMON GROUNDS-SOUTH PARK,Eating Establishment,Issued,HALIFAX
990,ALEXANDRA CHILDREN'S CENTRE,Eating Establishment,Issued,HALIFAX
991,TUSU KARAOKE,Eating Establishment,Issued,HALIFAX
992,HEPPY'S PIE LADY,Eating Establishment,Issued,HALIFAX
993,RANDY'S PIZZA AND DONAIR,Eating Establishment,Issued,HALIFAX
994,HOKKAI SUHSI & FUSION,Eating Establishment,Issued,HALIFAX
995,PIATTO PIZZERIA + ENOTECA,Eating Establishment,Issued,HALIFAX
996,Curry Village,Eating Establishment,Issued,HALIFAX
997,KANPAI IZAKAYA,Eating Establishment,Issued,HALIFAX
998,JIANG NAN RESTAURANT,Eating Establishment,Issued,HALIFAX
999,ARMY NAVY AIR FORCE CLUB,Eating Establishment,Issued,HALIFAX
1000,ALEXANDRAS PIZZA,Eating Establishment,Issued,DARTMOUTH
1001,ROLL THE DICE BOARD GAME CAFE,Eating Establishment,Issued,HALIFAX
1002,PARISH OF ST. GEORGE,Eating Establishment,Issued,HALIFAX
1003,SATTVA FOOD,Eating Establishment,Issued,HALIFAX
1004,QUICKIE CAFE,Eating Establishment,Issued,DARTMOUTH
1005,CULTUR,Eating Establishment,Issued,HALIFAX
1006,DAILY GRIND (THE),Eating Establishment,Issued,HALIFAX
1007,SEA SMOKE RESTAURANT AND BAR,Eating Establishment,Issued,HALIFAX
1008,WAVES WHARFSIDE,Eating Establishment,Issued,HALIFAX
1009,ALEXANDRA'S PIZZA,Eating Establishment,Issued,HALIFAX
1010,GENJI SUSHI,Eating Establishment,Issued,DARTMOUTH
1011,THAI EXPRESS SPRING GARDEN,Eating Establishment,Issued,HALIFAX
1012,PLAY BOX (THE),Eating Establishment,Issued,DARTMOUTH
1013,VEITH HOUSE,Eating Establishment,Issued,HALIFAX
1014,RANDY'S PIZZA AND DONAIR,Eating Establishment,Issued,DARTMOUTH
1015,SIDE HUSTLE SNACK BAR,Eating Establishment,Issued,DARTMOUTH
1016,FREDERIC'S,Eating Establishment,Issued,HALIFAX
1017,SNAPPY TOMATO PIZZA,Eating Establishment,Issued,HALIFAX
1018,CHARGER RESTAURANT,Eating Establishment,Issued,DARTMOUTH
1019,HOMEWOOD SUITES BY HILTON-HALIFAX,Eating Establishment,Issued,HALIFAX
1020,"HAMPTON INN BY HILTON ""HALIFAX DOWNTOWN""",Eating Establishment,Issued,HALIFAX
1021,PIZZADELIC,Eating Establishment,Issued,HALIFAX
1022,BOXCAR SOCIAL,Eating Establishment,Issued,HALIFAX
1023,HALIFAX DEVELOPMENTAL CENTRE FOR EARLY LEARNING,Eating Establishment,Issued,HALIFAX
1024,WOK BOX,Eating Establishment,Issued,DARTMOUTH
1025,THAI EXPRESS,Eating Establishment,Issued,HALIFAX
1026,THAI EXPRESS,Eating Establishment,Issued,HALIFAX
1027,THAI EXPRESS,Eating Establishment,Issued,DARTMOUTH
1028,ela! GREEK TAVERNA,Eating Establishment,Issued,HALIFAX
1029,THORNHILL PIZZA,Eating Establishment,Issued,HALIFAX
1030,GOURMET GRAZING COMPANY (THE),Eating Establishment,Issued,HALIFAX
1031,LA CUCINA CAFE PIZZERIA & SPAGHETTI HOUSE,Eating Establishment,Issued,DARTMOUTH
1032,CORA BREAKFAST AND LUNCH,Eating Establishment,Issued,HALIFAX
1033,BRAWTA JAMAICAN JERK JOINT,Eating Establishment,Issued,HALIFAX
1034,RINALDOS NEW YORK PIZZA,Eating Establishment,Issued,HALIFAX
1035,FAIRVIEW UNITED CHURCH,Eating Establishment,Issued,HALIFAX
1036,"PIZZA TIME DONAIR, SUBS AND SEAFOOD",Eating Establishment,Issued,DARTMOUTH
1037,EVAN'S FRESH SEAFOOD (& RESTAURANT),Eating Establishment,Issued,DARTMOUTH
1038,JUICE PRESS INC. (THE),Eating Establishment,Issued,HALIFAX
1039,ALIESJA'S PRESCHOOL,Eating Establishment,Issued,HALIFAX
1040,FIVE GUYS ARGYLE,Eating Establishment,Issued,HALIFAX
1041,BISCUIT LIPS LUNCH,Eating Establishment,Issued,DARTMOUTH
1042,KING'S GALLEY,Eating Establishment,Issued,HALIFAX
1043,BIONE RESTAURANT,Eating Establishment,Issued,HALIFAX
1044,PARK WEST SCHOOL #71461,Eating Establishment,Issued,HALIFAX
1045,EFENDY TURKISH AND MEDITERANEAN GRILL,Eating Establishment,Issued,HALIFAX
1046,HUGO'S BAR & GRILL,Eating Establishment,Issued,DARTMOUTH
1047,KATCH,Eating Establishment,Issued,HALIFAX
1048,CHOCOLATE HACKERS,Eating Establishment,Issued,HALIFAX
1049,JRF-I PIZZA,Eating Establishment,Issued,DARTMOUTH
1050,MIDDLE SPOON DESSERTERIE AND BAR,Eating Establishment,Issued,HALIFAX
1051,ILBUNJI BISTRO,Eating Establishment,Issued,HALIFAX
1052,Olly Frescoe's Food Service,Eating Establishment,Issued,HALIFAX
1053,TOP TEA,Eating Establishment,Issued,HALIFAX
1054,WAFFLE LOVE,Eating Establishment,Issued,HALIFAX
1055,TANNERS ALL STAR DELI N GRILL,Eating Establishment,Issued,HALIFAX
1056,EUROPEAN PANTRY,Eating Establishment,Issued,HALIFAX
1057,BACKOOS KOREAN RESTAURANT,Eating Establishment,Issued,DARTMOUTH
1058,ALLANO'S CATERING SERVICES,Eating Establishment,Issued,HALIFAX
1059,HUO LE,Eating Establishment,Issued,HALIFAX
1060,HOLIDAY INN EXPRESS & SUITES HALIFAX/DARTMOUTH,Eating Establishment,Issued,DARTMOUTH
1061,BUDAPEST BISZTRO,Eating Establishment,Issued,HALIFAX
1062,PIZZA DELIGHT BAYERS LAKE,Eating Establishment,Issued,HALIFAX
1063,LE MARCHANT - ST THOMAS ELEMENTARY,Eating Establishment,Issued,HALIFAX
1064,BOARDWALK CAFE & BAR,Eating Establishment,Issued,HALIFAX
1065,Jubilee Road Children's Centre,Eating Establishment,Issued,HALIFAX
1066,SUBWAY,Eating Establishment,Issued,HALIFAX
1067,MARIA'S PASTA BAR & PANTRY (THE CARLETON),Eating Establishment,Issued,HALIFAX
1068,PRETZELMAKER & MRS. FIELDS,Eating Establishment,Issued,HALIFAX
1069,HALIFAX WEST CHILDRENS CENTER,Eating Establishment,Issued,HALIFAX
1070,SWEE TEA HOUSE,Eating Establishment,Issued,HALIFAX
1071,SUSHI NAMI ROYALE,Eating Establishment,Issued,HALIFAX
1072,TILTED TAP BAR & GRILL,Eating Establishment,Issued,DARTMOUTH
1073,OLD APOTHECARY BAKERY (THE),Eating Establishment,Issued,HALIFAX
1074,SHAWARMA STOP 2 LTD (THE),Eating Establishment,Issued,HALIFAX
1075,SNAPPY TOMATO PIZZA,Eating Establishment,Issued,DARTMOUTH
1076,2 DOORS DOWN FOOD & WINE,Eating Establishment,Issued,DARTMOUTH
1077,VERANO FOOD PURVEYORS,Eating Establishment,Issued,HALIFAX
1078,GOOD ROBOT BREWING CO,Eating Establishment,Issued,HALIFAX
1079,ROBIN'S DONUTS,Eating Establishment,Issued,DARTMOUTH
1080,HALAALBASHA MEDITERRANEAN CUISINE,Eating Establishment,Issued,HALIFAX
1081,IT TAKES A VILLAGE INC.,Eating Establishment,Issued,HALIFAX
1082,IT TAKES A VILLAGE INC.(UPSTAIRS),Eating Establishment,Issued,HALIFAX
1083,KOR-B-Q,Eating Establishment,Issued,HALIFAX
1084,SHIRLEYS & NOVELEES CATERING & TAKE-OUT,Eating Establishment,Issued,HALIFAX
1085,MEXI'S,Eating Establishment,Issued,HALIFAX
